taxon	Feature ID	Taxon
Antimora rostrata	FJ214989.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Antimora;Antimora rostrata;NA
Anyperodon leucogrammicus	AY949379.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Anyperodon;Anyperodon leucogrammicus;NA
Anyperodon leucogrammicus	NC_012709.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Anyperodon;Anyperodon leucogrammicus;NA
Aphanopus carbo	NC_022506.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Aphanopus;Aphanopus carbo;NA
Aphareus furca	KU680993.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Aphareus;Aphareus furca;NA
Aphareus rutilans	NC_063973.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Aphareus;Aphareus rutilans;NA
Aplodinotus grunniens	MG599474.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Aplodinotus;Aplodinotus grunniens;NA
Aporops bilinearis	OP035136.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Aporops;Aporops bilinearis;NA
Aporops sp. UKNHM-BRC T804	AY949356.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Aporops;Aporops sp. UKNHM-BRC T804;NA
Aprion virescens	OP035220.2	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Aprion;Aprion virescens;NA
Aquarana catesbeiana	AB761267.1	Eukaryota;Chordata;Amphibia;Anura;Ranidae;Aquarana;Aquarana catesbeiana;NA
Arapaima gigas	NC_010570.1	Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Osteoglossidae;Arapaima;Arapaima gigas;NA
Archoplites interruptus	NC_066917.1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Archoplites;Archoplites interruptus;NA
Archosargus rhomboidalis	OP035230.2	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Archosargus;Archosargus rhomboidalis;NA
Arctocephalus australis	GU174605.1	Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus australis;NA
Arctocephalus forsteri	AF513820.1	Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus forsteri;NA
Arctocephalus gazella	BK010918.1	Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus gazella;NA
Arctocephalus pusillus	AM181018.1	Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus pusillus;NA
Arctocephalus townsendi	AM181021.1	Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus townsendi;NA
Arctogadus glacialis	KP644354.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Arctogadus;Arctogadus glacialis;NA
Arctogadus glacialis	NC_010122.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Arctogadus;Arctogadus glacialis;NA
Argentina silus	AP012952.1	Eukaryota;Chordata;Actinopteri;Argentiniformes;Argentinidae;Argentina;Argentina silus;NA
Argentina sphyraena	MT410933.1	Eukaryota;Chordata;Actinopteri;Argentiniformes;Argentinidae;Argentina;Argentina sphyraena;NA
Argyrops bleekeri	MZ892909.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Argyrops;Argyrops bleekeri;NA
Argyrops spinifer	MH248240.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Argyrops;Argyrops spinifer;NA
Argyrosomus japonicus	LC597200.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Argyrosomus;Argyrosomus japonicus;NA
Argyrosomus japonicus	NC_017610.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Argyrosomus;Argyrosomus japonicus;NA
Ariopsis felis	OP154149.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Ariopsis;Ariopsis felis;NA
Ariosoma balearicum	DQ645662.1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Ariosoma;Ariosoma balearicum;NA
Arothron diadematus	AP019604.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron diadematus;NA
Arothron firmamentum	AP006742.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron firmamentum;NA
Arothron hispidus	AP011930.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron hispidus;NA
Arothron hispidus	AP019603.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron hispidus;NA
Arothron hispidus	AY700297.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron hispidus;NA
Arothron hispidus	KT600935.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron hispidus;NA
Arothron hispidus	LC778713.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron hispidus;NA
Arothron immaculatus	AP019600.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron immaculatus;NA
Arothron manilensis	AP011929.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron manilensis;NA
Arothron manilensis	AP019601.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron manilensis;NA
Arothron manilensis	KT600936.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron manilensis;NA
Arothron mappa	AP011931.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron mappa;NA
Arothron meleagris	AP019606.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron meleagris;NA
Arothron multilineatus	AP019609.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron multilineatus;NA
Arothron multilineatus	AP019610.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron multilineatus;NA
Arothron nigropunctatus	AP019605.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron nigropunctatus;NA
Arothron reticularis	AP019608.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron reticularis;NA
Arothron reticularis	AP019616.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron reticularis;NA
Arothron stellatus	AP019607.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron stellatus;NA
Arripis trutta	NC_015787.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Arripidae;Arripis;Arripis trutta;NA
Aseraggodes kaianus	NC_071940.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Aseraggodes;Aseraggodes kaianus;NA
Aseraggodes kobensis	AF488493.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Aseraggodes;Aseraggodes kobensis;NA
Aseraggodes kobensis	NC_024285.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Aseraggodes;Aseraggodes kobensis;NA
Astronotus ocellatus	NC_009058.1	Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Astronotus;Astronotus ocellatus;NA
Atheresthes evermanni	AF488475.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes evermanni;NA
Atheresthes stomias	NC_083173.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes stomias;NA
Atherina boyeri	GQ352661.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherina;Atherina boyeri;NA
Atherinops affinis	NC_066928.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis;NA
Atherinopsis californiensis	NC_067733.1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinopsis;Atherinopsis californiensis;NA
Atractosteus spatula	JF912038.1	Eukaryota;Chordata;Actinopteri;Semionotiformes;Lepisosteidae;Atractosteus;Atractosteus spatula;NA
Atractosteus spatula	NC_008131.1	Eukaryota;Chordata;Actinopteri;Semionotiformes;Lepisosteidae;Atractosteus;Atractosteus spatula;NA
Atrobucca nibe	NC_035982.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Atrobucca;Atrobucca nibe;NA
Atule mate	NC_026222.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Atule;Atule mate;NA
Aulostomus maculatus	OP056837.2	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus maculatus;NA
Auriglobus modestus	AP011917.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Auriglobus;Auriglobus modestus;NA
Austrolabrus maculatus	AY279577.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Austrolabrus;Austrolabrus maculatus;NA
Auxis rochei	KM055368.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis rochei;NA
Auxis rochei	NC_005313.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis rochei;NA
Auxis thazard	KP828047.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis thazard;NA
Auxis thazard	NC_005318.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Auxis;Auxis thazard;NA
Bagarius yarrelli	KP342264.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Sisoridae;Bagarius;Bagarius yarrelli;NA
Bagarius yarrelli	KT983411.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Sisoridae;Bagarius;Bagarius yarrelli;NA
Bagarius yarrelli	NC_021606.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Sisoridae;Bagarius;Bagarius yarrelli;NA
Bagre marinus	JX899751.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Bagre;Bagre marinus;NA
Bairdiella chrysoura	MH377768.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Bairdiella;Bairdiella chrysoura;NA
Baldwinella aureorubens	NC_083169.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Baldwinella;Baldwinella aureorubens;NA
Baldwinella vivanus	NC_083159.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Baldwinella;Baldwinella vivanus;NA
Balistes capriscus	AY700238.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes capriscus;NA
Balistes capriscus	KT600938.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes capriscus;NA
Balistes vetula	KT600941.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes vetula;NA
Balistes vetula	NC_011948.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes vetula;NA
Barbonymus altus	NC_031521.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Barbonymus;Barbonymus altus;NA
Barbonymus gonionotus	NC_008655.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Barbonymus;Barbonymus gonionotus;NA
Barbonymus schwanefeldii	NC_024274.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Barbonymus;Barbonymus schwanefeldii;NA
Bathyanthias cubensis	NC_083041.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Bathyanthias;Bathyanthias cubensis;NA
Bathyraja aleutica	NC_082799.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Arhynchobatidae;Bathyraja;Bathyraja aleutica;NA
Bathyraja interrupta	NC_082809.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Arhynchobatidae;Bathyraja;Bathyraja interrupta;NA
Bathyraja parmifera	NC_082774.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Arhynchobatidae;Bathyraja;Bathyraja parmifera;NA
Bathyraja spinicauda	KX929885.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Arhynchobatidae;Bathyraja;Bathyraja spinicauda;NA
Bathytoshia centroura	MH377783.1	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Bathytoshia;Bathytoshia centroura;NA
Bathytoshia centroura	MT274568.1	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Bathytoshia;Bathytoshia centroura;NA
Belonoperca chabanaudi	AY949422.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Belonoperca;Belonoperca chabanaudi;NA
Beringraja binoculata	NC_082808.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Beringraja;Beringraja binoculata;NA
Beringraja pulchra	KF623030.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Beringraja;Beringraja pulchra;NA
Beringraja rhina	NC_021964.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Beringraja;Beringraja rhina;NA
Beringraja stellulata	NC_082793.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Beringraja;Beringraja stellulata;NA
Beryx decadactylus	NC_004393.1	Eukaryota;Chordata;Actinopteri;Beryciformes;Berycidae;Beryx;Beryx decadactylus;NA
Beryx splendens	DQ996312.1	Eukaryota;Chordata;Actinopteri;Beryciformes;Berycidae;Beryx;Beryx splendens;NA
Beryx splendens	NC_003188.1	Eukaryota;Chordata;Actinopteri;Beryciformes;Berycidae;Beryx;Beryx splendens;NA
Bison bison	NC_012346.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bison;Bison bison;NA
Bison bison athabascae	KX451361.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bison;Bison bison;Bison bison athabascae
Bison bison athabascae	KX451362.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bison;Bison bison;Bison bison athabascae
Bison bison bison	KX451352.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bison;Bison bison;Bison bison bison
Bodianus albotaeniatus	OP035132.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus albotaeniatus;NA
Bodianus axillaris	KY815240.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus axillaris;NA
Bodianus bilunulatus	KY815241.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus bilunulatus;NA
Bodianus dictynna	KY815243.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus dictynna;NA
Bodianus diplotaenia	KY815244.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus diplotaenia;NA
Bodianus loxozonus	KY815245.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus loxozonus;NA
Bodianus mesothorax	AY279578.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus mesothorax;NA
Bodianus oxycephalus	KT591189.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus oxycephalus;NA
Bodianus perditio	LC640042.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus perditio;NA
Bodianus pulchellus	KY815246.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus pulchellus;NA
Bodianus rufus	AJ810126.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus rufus;NA
Bodianus speciosus	KY815247.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus speciosus;NA
Bodianus tanyokidus	LC340201.2	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus tanyokidus;NA
Bolbometopon muricatum	NC_033901.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bolbometopon;Bolbometopon muricatum;NA
Boops boops	MT410923.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Boops;Boops boops;NA
Boreogadus saida	NC_010121.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Boreogadus;Boreogadus saida;NA
Bos grunniens x Bos taurus	NC_046055.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos grunniens x Bos taurus;NA
Bos taurus	AB098844.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AB098857.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AB098866.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AB098882.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AB098885.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AB099115.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AB099116.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AB099119.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AB099145.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AY337520.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AY337521.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AY337527.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AY337528.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AY337536.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AY337537.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	AY337544.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	MN200919.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	MN714182.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	MZ901540.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	MZ901687.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bos taurus	NC_006853.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus;NA
Bothus lunatus	AF150008.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Bothus;Bothus lunatus;NA
Bothus lunatus	OP056856.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Bothus;Bothus lunatus;NA
Bothus pantherinus	NC_024947.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Bothus;Bothus pantherinus;NA
Botia dario	MN867911.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Botiidae;Botia;Botia dario;NA
Brachirus orientalis	NC_026078.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Brachirus;Brachirus orientalis;NA
Brachygenys chrysargyreum	OP056910.2	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Brachygenys;Brachygenys chrysargyreum;NA
Brachyplatystoma filamentosum	JF898675.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Brachyplatystoma;Brachyplatystoma filamentosum;NA
Brachyplatystoma vaillantii	JF898666.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Pimelodidae;Brachyplatystoma;Brachyplatystoma vaillantii;NA
Brama dussumieri	MH409959.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Brama;Brama dussumieri;NA
Brama japonica	AP005998.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Brama;Brama japonica;NA
Brama japonica	KT908039.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Brama;Brama japonica;NA
Brama orcini	OR575611.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Brama;Brama orcini;NA
Brama pauciradiata	LC685937.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Brama;Brama pauciradiata;NA
Branchiostegus albus	EU861053.1	Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Branchiostegus;Branchiostegus albus;NA
Branchiostegus argentatus	EU861054.1	Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Branchiostegus;Branchiostegus argentatus;NA
Branchiostegus auratus	NC_084370.1	Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Branchiostegus;Branchiostegus auratus;NA
Branchiostegus japonicus	NC_012904.1	Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Branchiostegus;Branchiostegus japonicus;NA
Brevoortia gunteri	OP057005.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia gunteri;NA
Brevoortia patronus	DQ912033.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia patronus;NA
Brevoortia patronus	OP057013.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia patronus;NA
Brevoortia patronus	OP154163.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia patronus;NA
Brevoortia smithi	OP056939.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia smithi;NA
Brevoortia tyrannus	EU144126.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia tyrannus;NA
Brevoortia tyrannus	KX686084.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia tyrannus;NA
Brevoortia tyrannus	NC_014266.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Brevoortia;Brevoortia tyrannus;NA
Brosme brosme	MT483610.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Lotidae;Brosme;Brosme brosme;NA
Brotula barbata	NC_083010.1	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Brotula;Brotula barbata;NA
Bubalus bubalis	AF231028.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bubalus;Bubalus bubalis;NA
Bubalus bubalis	HM623876.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bubalus;Bubalus bubalis;NA
Bubalus bubalis	MT237623.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bubalus;Bubalus bubalis;NA
Bubalus bubalis	NC_049568.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bubalus;Bubalus bubalis;NA
Bubalus bubalis bubalis	EU760478.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Bovidae;Bubalus;Bubalus bubalis;Bubalus bubalis bubalis
Caesio cuning	NC_029195.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Caesio;Caesio cuning;NA
Caesio teres	LC649104.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Caesio;Caesio teres;NA
Caesio varilineata	MH248169.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Caesio;Caesio varilineata;NA
Cairina moschata	NC_010965.1	Eukaryota;Chordata;Aves;Anseriformes;Anatidae;Cairina;Cairina moschata;NA
Callichthys callichthys	HM114376.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Callichthyidae;Callichthys;Callichthys callichthys;NA
Callichthys callichthys	HM114377.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Callichthyidae;Callichthys;Callichthys callichthys;NA
Callichthys callichthys	HM114379.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Callichthyidae;Callichthys;Callichthys callichthys;NA
Callorhinchus milii	NC_014285.1	Eukaryota;Chordata;Chondrichthyes;Chimaeriformes;Callorhinchidae;Callorhinchus;Callorhinchus milii;NA
Callorhinus ursinus	AM181016.1	Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Callorhinus;Callorhinus ursinus;NA
Calotomus carolinus	EU601179.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Calotomus;Calotomus carolinus;NA
Calotomus carolinus	KY421807.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Calotomus;Calotomus carolinus;NA
Calotomus japonicus	AP017568.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Calotomus;Calotomus japonicus;NA
Calotomus spinidens	EU601180.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Calotomus;Calotomus spinidens;NA
Canis lupus	NC_008092.1	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus;NA
Canis lupus chanco	NC_010340.2	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Canis lupus chanco
Canis lupus familiaris	NC_002008.4	Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Canis lupus familiaris
