taxon	Feature ID	Taxon
Areca triandra	AJ241308.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Areca;Areca triandra;NA;NA;NA
Areca triandra	NC_067832.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Areca;Areca triandra;NA;NA;NA
Arenga pinnata	NC_045907.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Arenga;Arenga pinnata;NA;NA;NA
Argania spinosa	DQ924307.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Sapotaceae;Argania;Argania spinosa;NA;NA;NA
Armoracia rusticana	NC_060501.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Armoracia;Armoracia rusticana;NA;NA;NA
Aronia melanocarpa	GQ374580.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Aronia;Aronia melanocarpa;NA;NA;NA
Arracacia xanthorrhiza	NC_032364.1	Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Arracacia;Arracacia xanthorrhiza;NA;NA;NA
Artemisia absinthium	NC_066024.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;Artemisia absinthium;NA;NA;NA
Artemisia dracunculus	NC_066025.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;Artemisia dracunculus;NA;NA;NA
Artemisia vulgaris	JX073765.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;Artemisia vulgaris;NA;NA;NA
Artemisia vulgaris	KY313902.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;Artemisia vulgaris;NA;NA;NA
Arthrospira platensis	CP013008.1	Bacteria;Cyanobacteriota;Cyanophyceae;Oscillatoriales;Microcoleaceae;Arthrospira;Arthrospira platensis;NA;NA;NA
Artocarpus altilis	AF501600.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus altilis;NA;NA;NA
Artocarpus altilis	FJ917087.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus altilis;NA;NA;NA
Artocarpus altilis	FJ917117.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus altilis;NA;NA;NA
Artocarpus altilis	KT032208.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus altilis;NA;NA;NA
Artocarpus altilis	KU855391.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus altilis;NA;NA;NA
Artocarpus altilis	NC_059002.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus altilis;NA;NA;NA
Artocarpus anisophyllus	FJ917091.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus anisophyllus;NA;NA;NA
Artocarpus anisophyllus subsp. anisophyllus	KU855393.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus anisophyllus;Artocarpus anisophyllus subsp. anisophyllus;NA;NA
Artocarpus anisophyllus subsp. anisophyllus	KU855394.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus anisophyllus;Artocarpus anisophyllus subsp. anisophyllus;NA;NA
Artocarpus anisophyllus var. sessilifolius	KU855397.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus anisophyllus;NA;Artocarpus anisophyllus var. sessilifolius;NA
Artocarpus camansi	NC_054247.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus camansi;NA;NA;NA
Artocarpus dadah	FJ917098.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus dadah;NA;NA;NA
Artocarpus elasticus	FJ917096.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus elasticus;NA;NA;NA
Artocarpus elasticus	KU855411.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus elasticus;NA;NA;NA
Artocarpus glaucus	FJ917104.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus glaucus;NA;NA;NA
Artocarpus heterophyllus	AJ390376.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus heterophyllus;NA;NA;NA
Artocarpus hypargyreus	NC_057287.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus hypargyreus;NA;NA;NA
Artocarpus integer	FJ917105.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus integer;NA;NA;NA
Artocarpus lacucha	FJ917082.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus lacucha;NA;NA;NA
Artocarpus lacucha	KU855434.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus lacucha;NA;NA;NA
Artocarpus lacucha	MH817058.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus lacucha;NA;NA;NA
Artocarpus odoratissimus	FJ917089.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus odoratissimus;NA;NA;NA
Artocarpus rigidus	FJ917090.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus rigidus;NA;NA;NA
Artocarpus sericicarpus	FJ917077.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus sericicarpus;NA;NA;NA
Artocarpus tamaran	FJ917083.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus tamaran;NA;NA;NA
Artocarpus tamaran	KU855464.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;Artocarpus tamaran;NA;NA;NA
Asclepias syriaca	AJ410179.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Asclepias;Asclepias syriaca;NA;NA;NA
Asclepias syriaca	EF456111.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Asclepias;Asclepias syriaca;NA;NA;NA
Asclepias syriaca	NC_022432.1	Eukaryota;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Asclepias;Asclepias syriaca;NA;NA;NA
Asimina triloba	AY145353.1	Eukaryota;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Asimina;Asimina triloba;NA;NA;NA
Aspalathus linearis	FJ620662.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Aspalathus;Aspalathus linearis;NA;NA;NA
Aspalathus linearis	OK771553.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Aspalathus;Aspalathus linearis;NA;NA;NA
Asparagus africanus	KJ774039.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Asparagus;Asparagus africanus;NA;NA;NA
Asparagus africanus	MH092175.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Asparagus;Asparagus africanus;NA;NA;NA
Asparagus africanus	MK186980.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Asparagus;Asparagus africanus;NA;NA;NA
Asparagus cochinchinensis	AB508807.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Asparagus;Asparagus cochinchinensis;NA;NA;NA
Asparagus cochinchinensis	NC_060472.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Asparagus;Asparagus cochinchinensis;NA;NA;NA
Asparagus officinalis	NC_034777.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Asparagus;Asparagus officinalis;NA;NA;NA
Asparagus racemosus	KJ774032.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Asparagus;Asparagus racemosus;NA;NA;NA
Asparagus racemosus	NC_047472.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asparagaceae;Asparagus;Asparagus racemosus;NA;NA;NA
Asphodelus tenuifolius	AB933512.1	Eukaryota;Streptophyta;Magnoliopsida;Asparagales;Asphodelaceae;Asphodelus;Asphodelus tenuifolius;NA;NA;NA
Atriplex hortensis	HE577500.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Atriplex;Atriplex hortensis;NA;NA;NA
Avena abyssinica	NC_044158.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Avena;Avena abyssinica;NA;NA;NA
Avena sativa	NC_027468.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Avena;Avena sativa;NA;NA;NA
Averrhoa bilimbi	AJ582291.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Averrhoa;Averrhoa bilimbi;NA;NA;NA
Averrhoa bilimbi	MZ043741.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Averrhoa;Averrhoa bilimbi;NA;NA;NA
Averrhoa carambola	EU437032.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Averrhoa;Averrhoa carambola;NA;NA;NA
Averrhoa carambola	NC_033350.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Averrhoa;Averrhoa carambola;NA;NA;NA
Averrhoa dolichocarpa	MW559061.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Averrhoa;Averrhoa dolichocarpa;NA;NA;NA
Averrhoa leucopetala	MW559063.1	Eukaryota;Streptophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Averrhoa;Averrhoa leucopetala;NA;NA;NA
Azadirachta indica	EF489263.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Meliaceae;Azadirachta;Azadirachta indica;NA;NA;NA
Azadirachta indica	NC_023792.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Meliaceae;Azadirachta;Azadirachta indica;NA;NA;NA
Baccaurea ramiflora	NC_057309.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;Baccaurea ramiflora;NA;NA;NA
Backhousia citriodora	KC134172.1	Eukaryota;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Backhousia;Backhousia citriodora;NA;NA;NA
Bactris gasipaes	AM113650.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Bactris;Bactris gasipaes;NA;NA;NA
Bactris gasipaes var. chichagui	NC_058634.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Bactris;Bactris gasipaes;NA;Bactris gasipaes var. chichagui;NA
Bactris gasipaes var. gasipaes	NC_061651.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Bactris;Bactris gasipaes;NA;Bactris gasipaes var. gasipaes;NA
Balanites aegyptiaca	KR738636.1	Eukaryota;Streptophyta;Magnoliopsida;Zygophyllales;Zygophyllaceae;Balanites;Balanites aegyptiaca;NA;NA;NA
Balanites aegyptiaca	NC_066813.1	Eukaryota;Streptophyta;Magnoliopsida;Zygophyllales;Zygophyllaceae;Balanites;Balanites aegyptiaca;NA;NA;NA
Bambusa bambos	NC_026957.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Bambusa;Bambusa bambos;NA;NA;NA
Bambusa odashimae	NC_050771.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Bambusa;Bambusa odashimae;NA;NA;NA
Bambusa vulgaris	NC_050780.1	Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;Bambusa;Bambusa vulgaris;NA;NA;NA
Banksia attenuata	AF482118.1	Eukaryota;Streptophyta;Magnoliopsida;Proteales;Proteaceae;Banksia;Banksia attenuata;NA;NA;NA
Banksia grandis	AF482124.1	Eukaryota;Streptophyta;Magnoliopsida;Proteales;Proteaceae;Banksia;Banksia grandis;NA;NA;NA
Barbarea verna	NC_009269.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Barbarea;Barbarea verna;NA;NA;NA
Barbarea vulgaris	AF198119.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Barbarea;Barbarea vulgaris;NA;NA;NA
Barringtonia asiatica	AF077639.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;Barringtonia asiatica;NA;NA;NA
Barringtonia edulis	DQ417931.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;Barringtonia edulis;NA;NA;NA
Barringtonia racemosa	DQ417932.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;Barringtonia racemosa;NA;NA;NA
Barringtonia racemosa	NC_035705.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;Barringtonia racemosa;NA;NA;NA
Basella alba	NC_041293.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Basellaceae;Basella;Basella alba;NA;NA;NA
Bauhinia purpurea	NC_061218.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;Bauhinia purpurea;NA;NA;NA
Bauhinia variegata	FJ801081.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;Bauhinia variegata;NA;NA;NA
Bellis perennis	JN315894.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Bellis;Bellis perennis;NA;NA;NA
Benincasa hispida	NC_056352.1	Eukaryota;Streptophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Benincasa;Benincasa hispida;NA;NA;NA
Bertholletia excelsa	NC_036412.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Lecythidaceae;Bertholletia;Bertholletia excelsa;NA;NA;NA
Beta vulgaris	DQ131558.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Beta;Beta vulgaris;NA;NA;NA
Beta vulgaris	EF010967.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Beta;Beta vulgaris;NA;NA;NA
Beta vulgaris subsp. adanensis	NC_059019.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Beta;Beta vulgaris;Beta vulgaris subsp. adanensis;NA;NA
Beta vulgaris subsp. maritima	LK054343.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Beta;Beta vulgaris;Beta vulgaris subsp. maritima;NA;NA
Beta vulgaris subsp. maritima	NC_059015.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Beta;Beta vulgaris;Beta vulgaris subsp. maritima;NA;NA
Beta vulgaris subsp. vulgaris	NC_059012.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Beta;Beta vulgaris;Beta vulgaris subsp. vulgaris;NA;NA
Bidens pilosa	EU117274.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Bidens;Bidens pilosa;NA;NA;NA
Bidens pilosa	EU117275.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Bidens;Bidens pilosa;NA;NA;NA
Bidens pilosa	NC_046793.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Bidens;Bidens pilosa;NA;NA;NA
Bixa orellana	NC_041550.1	Eukaryota;Streptophyta;Magnoliopsida;Malvales;Bixaceae;Bixa;Bixa orellana;NA;NA;NA
Blighia sapida	EU721170.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Blighia;Blighia sapida;NA;NA;NA
Blitum bonus-henricus	HE577512.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Blitum;Blitum bonus-henricus;NA;NA;NA
Blitum capitatum	GQ244789.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Blitum;Blitum capitatum;NA;NA;NA
Blitum virgatum	HE577517.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Blitum;Blitum virgatum;NA;NA;NA
Boesenbergia rotunda	NC_066450.1	Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Boesenbergia;Boesenbergia rotunda;NA;NA;NA
Bomarea edulis	NC_025306.1	Eukaryota;Streptophyta;Magnoliopsida;Liliales;Alstroemeriaceae;Bomarea;Bomarea edulis;NA;NA;NA
Borago officinalis	MN167309.1	Eukaryota;Streptophyta;Magnoliopsida;Boraginales;Boraginaceae;Borago;Borago officinalis;NA;NA;NA
Borago officinalis	NC_046796.1	Eukaryota;Streptophyta;Magnoliopsida;Boraginales;Boraginaceae;Borago;Borago officinalis;NA;NA;NA
Borassus flabellifer	AM113637.1	Eukaryota;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Borassus;Borassus flabellifer;NA;NA;NA
Boronia megastigma	OP654429.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Boronia;Boronia megastigma;NA;NA;NA
Bouea macrophylla	NC_066047.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Bouea;Bouea macrophylla;NA;NA;NA
Bouea oppositifolia	KP055490.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Anacardiaceae;Bouea;Bouea oppositifolia;NA;NA;NA
Bougainvillea glabra	NC_046939.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;Bougainvillea;Bougainvillea glabra;NA;NA;NA
Bougainvillea spectabilis	NC_041266.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Nyctaginaceae;Bougainvillea;Bougainvillea spectabilis;NA;NA;NA
Brasenia schreberi	NC_031343.2	Eukaryota;Streptophyta;Magnoliopsida;Nymphaeales;Cabombaceae;Brasenia;Brasenia schreberi;NA;NA;NA
Brassica carinata	NC_059807.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica carinata;NA;NA;NA
Brassica juncea	NC_028272.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica juncea;NA;NA;NA
Brassica juncea var. gemmifera	GQ268034.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica juncea;NA;Brassica juncea var. gemmifera;NA
Brassica juncea var. juncea	GQ268036.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica juncea;NA;Brassica juncea var. juncea;NA
Brassica juncea var. utilis	GQ268035.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica juncea;NA;Brassica juncea var. utilis;NA
Brassica napus	DQ131548.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica napus;NA;NA;NA
Brassica napus	HG994366.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica napus;NA;NA;NA
Brassica napus	NC_016734.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica napus;NA;NA;NA
Brassica nigra	KF947330.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica nigra;NA;NA;NA
Brassica nigra	NC_030450.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica nigra;NA;NA;NA
Brassica oleracea	NC_041167.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;NA;NA
Brassica oleracea var. alboglabra	AC183493.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. alboglabra;NA
Brassica oleracea var. capitata	AB213010.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. capitata;NA
Brassica oleracea var. gemmifera	AY752713.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. gemmifera;NA
Brassica oleracea var. gongylodes	EF426773.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. gongylodes;NA
Brassica oleracea var. italica	AY752714.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. italica;NA
Brassica oleracea var. italica	LR031874.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. italica;NA
Brassica oleracea var. italica	LR031875.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. italica;NA
Brassica oleracea var. italica	LR031875.1_1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. italica;NA
Brassica oleracea var. italica	LR031876.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. italica;NA
Brassica oleracea var. italica	LR031876.1_1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;NA;Brassica oleracea var. italica;NA
Brassica rapa	DQ180231.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica rapa;NA;NA;NA
Brassica rapa	NC_040849.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica rapa;NA;NA;NA
Brassica rapa subsp. chinensis	AF451571.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica rapa;Brassica rapa subsp. chinensis;NA;NA
Brassica rapa subsp. oleifera	GQ268033.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica rapa;Brassica rapa subsp. oleifera;NA;NA
Brassica rapa subsp. pekinensis	NC_015139.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica rapa;Brassica rapa subsp. pekinensis;NA;NA
Brassica rapa subsp. rapa	NC_049891.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica rapa;Brassica rapa subsp. rapa;NA;NA
Brassica rapa x Raphanus sativus	NC_058844.1	Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica x Raphanus;Brassica rapa x Raphanus sativus;NA;NA;NA
Brosimum alicastrum	AF501601.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Brosimum;Brosimum alicastrum;NA;NA;NA
Broussonetia luzonica	NC_047180.1	Eukaryota;Streptophyta;Magnoliopsida;Rosales;Moraceae;Broussonetia;Broussonetia luzonica;NA;NA;NA
Browningia candelaris	HM041235.1	Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Cactaceae;Browningia;Browningia candelaris;NA;NA;NA
Bunchosia armeniaca	AF350978.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Bunchosia;Bunchosia armeniaca;NA;NA;NA
Byrsonima crassifolia	NC_037192.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Byrsonima;Byrsonima crassifolia;NA;NA;NA
Caesalpinia pulcherrima	AF430733.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;Caesalpinia pulcherrima;NA;NA;NA
Cajanus cajan	EF200131.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Cajanus;Cajanus cajan;NA;NA;NA
Cajanus cajan	NC_031429.1	Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Cajanus;Cajanus cajan;NA;NA;NA
Calendula officinalis	AH007234.2	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Calendula;Calendula officinalis;NA;NA;NA
Calendula officinalis	NC_066028.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Calendula;Calendula officinalis;NA;NA;NA
Calophyllum inophyllum	NC_067766.1	Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Calophyllaceae;Calophyllum;Calophyllum inophyllum;NA;NA;NA
Calystegia sepium	AY101101.1	Eukaryota;Streptophyta;Magnoliopsida;Solanales;Convolvulaceae;Calystegia;Calystegia sepium;NA;NA;NA
Camellia japonica	MW120262.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia japonica;NA;NA;NA
Camellia japonica	NC_036830.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia japonica;NA;NA;NA
Camellia japonica subsp. rusticana	MW120335.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia japonica;Camellia japonica subsp. rusticana;NA;NA
Camellia sinensis	MW120343.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia sinensis;NA;NA;NA
Camellia sinensis	NC_020019.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia sinensis;NA;NA;NA
Camellia sinensis var. assamica	MW120342.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia sinensis;NA;Camellia sinensis var. assamica;NA
Camellia sinensis var. pubilimba	NC_061691.1	Eukaryota;Streptophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia sinensis;NA;Camellia sinensis var. pubilimba;NA
Campanula rapunculus	MZ204176.1	Eukaryota;Streptophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;Campanula rapunculus;NA;NA;NA
Canarium album	NC_048982.1	Eukaryota;Streptophyta;Magnoliopsida;Sapindales;Burseraceae;Canarium;Canarium album;NA;NA;NA
